,rating,rating_title,rating_description,rating_pros,rating_cons
1475,5.0,great people,"Google is a great place to work, Very fun experience. A lot of growth opportunity and vibrant work environment. The support structure is second to none. I really enjoyed my time there.",free lunch,[]
1476,5.0,Online Work,"Although this is an online position, it's important to have drive to try and make the job work for you. This job allows you to make as much money as you want depending on the amount of work you do. The downfall of it is that people don't think you are actually working and so think that what they have come to bother you for, is actually the important task you should be focusing your attention to.",Work from home,[]
1477,4.0,Fun work place,"Every day i lean new things in this work. If we get starts then will get our incentives on time, that is the good part of work. Work is very easy if we get submissions but if we don't get the submissions for the day then that day is not great enough.",No Food,[]
1478,5.0,Positive and fulfilling experience all around,I worked a contract for Google Maps and I had a great experience in my time being there. I plan on acquiring work with them again in my future. Using newly gained knowledge since my last time with them.,"Free lunch and other food and drink, Fun atmosphere.",[]
1479,3.0,Day of a Operations Lead,"Take a overview of the days goals, team, and work load.Meet with other Leads and discuss how the day is going or went.Hardest part of job is balancing time through out the day with breaks, goal times, and vendor times cause everyday changes. I liked the fast pace and problem solving on the fly aspect.",,[]
1480,3.0,Not to work for,Nothing to say about this company. There is no insurance and no job security.,,[]
1481,4.0,ok,It was alright. Was not 100% associated with google but more of an internal opportunity. They are very giving and willing to help you reach your goals.,,[]
1482,4.0,Memory is blurry,Culture and the talent level is amazing. Definitely a political atmosphere even though they believe it isn't. The commute is pretty bad from SF to Mountain View and ultimately why most people leave the company.,Restricted stock units,[]
1483,5.0,Dinâmica e agradável para se trabalhar,"Cultura sensacionalambiente maravilhosoPessoas sensacionais e pro ativasAmor ao trabalhoPlano de CarreiraCursosAprimoramentos",Nenhum,[]
1484,5.0,Wonderful place to work,"Five stars! Couldn't ask for a better place to work.. Spent 7 years here in various offices. The people are great, the benefits are wonderful and the work is challenging.",,[]
1485,5.0,Wonderful work environment,"A great place to work with great culture. If you ever have an issue or problem, there's many people to reach out to for help and guidance. Great work life balance as well.",,[]
1486,4.0,Enjoyable,Can be extremely boring but overall relaxing and not too stressful. Management is kind and understanding but not much progression can be seen. Good part-time job.,Pay,[]
1487,4.0,Not as liberal as considered to be,"It goes without saying that it is a place where you have access to an ocean of information and it is up to you to what extent you will develop yourself. Nevertheless, although you are given the freedom to express yourself, the final result always coincides with your Manager's/Director's opinion without any freedom for discussion.",,[]
1488,4.0,Not Bad,I enjoyed my experience there. I met plenty of people that went on to do well I their careers. Morale was very high and the environment was very competitive.,,[]
1489,5.0,Aktif çalışma,Çalışma vaktinin olmaması büyük bir rahatlık fakat bu pozisyona göre de değişiklik gösterebilir.,,[]
1490,3.0,Your experience at Google completely depends upon your Manager,"Google is a great company and I enjoyed my employment there.Unfortunately your employment is almost totally influenced by your manager.  Especially if you have an inexperienced autocratic micro-manager like I did.   It was a relationship destined to fail and it did.I loved the work when I was able to do it.I write this because Google provides no feedback loop whatsoever for there employees so this might help someone in the future.",Food!,[]
1491,5.0,amazing ,Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,,[]
1492,5.0,Productive and fun work place,"Everything is good, job itself, atmosphere, colleagues, work conditions. But contract will expired soon and I would like more salary and wider responsibility.",Free launches,[]
1493,5.0,"Lots of Perks, Great Pay, Mediocre Manager","It was a lot of fun working a Google. The free food was amazing, the pay was great, and the perks were second-to-none. I thought they could have hired and promoted better managers though.","Free food, pay, flexibility",[]
1494,4.0,Exciting and Fast Paced Environment with Great Opportunities,There are incredible people and opportunities to make a large impact.  The perks and technical support are fantastic.  There is strong attention to users and opportunities to engage with professionals outside Google as well.,,[]
1495,5.0,"Great pay and perks, yet more and more corporate","Google is a great place for work - fun environment, smart and ambitious colleagues, global brand and some of the best perks of the market. Yet, I've never seem so many frustrated people around. Once you step in, you almost immediately enter the promotion race (even if that wasn't on your mind originally). And once you are in that race, you are bound to get disappointed. If you start off on senior manager/director level, things might look differently for you. But for majority of Google Dublin's staff, this is how it goes.","Medical insurance, pension compensation, free food, free gym, transport allowance and many more",[]
1496,5.0,Que du bonheur,"Je n'ai rien à dire, je me suis toujours senti bien et intégré. Un plaisir de travailler",,[]
1497,5.0,Good culture mixed with cooperate america,Great place to work if your into the world tech. Engineers Definitely the place for you. Google has the greatest perks of any job i know of. Good culture mixed with Corporate America.,,[]
1498,4.0,good job,"its a good job , very quick paced and has good pay as well. Lots of time off (paid) , also has weekly pay. Located on 14th street so it is very convenient to get to.",,[]
1499,5.0,More openess and information sharing would have made this job perfect. The other items listed below could be improved but overall it was a great job.,"When I worked for Google under their contractor it was under  very intimidating  conditions. The pay was great but the local management was very selective to whom they shared information with.The job was great overall and each day was enjoyable working with the other people.The culture left something to be desired as the information was kept amongst certain people.Management was very intimidating as they only shared certain information with their favorites.The working culture was great with a mix of pleasant people of different backgrounds.The hardest part of the job was dealing with the climate at the time.The most pleasant part of the job was meeting the clients goal and the teamwork that made it happen.",Great pay.,[]
1500,4.0,Started off fine...,"Shortly after starting at the company I was moved into a completely new department that had very little direction, structure or planning. This may have been a better match if I had been with the company for a year or two and knew how to navigate the company getter, but it was disastrous for my career at Google. Many many employees love Google for good reasons. My case was exceptional.","Highly intelligent colleagues, food, brand, etc.",[]
1501,4.0,Autonomia e libera gestione del tempo di lavoro,"lavoro dinamico e innovativo, indipendente, raggiungimento obiettivi standar elevati.","buoni pasto, rimborso spese ecc.",[]
1502,4.0,Great atmosphere but the contractor life is not good,"You do not actually work for Google.  You work as a subcontractor of a contractor for Google.  You get bad pay, bad benefits, and Google definitely lets you know you are not one of them. It can be frustrating but the team is awesome and the people you work with are great.","Awesome team, free lunch, great atmosphere, Free snacks and drinks",[]
1503,3.0,Easy to hire/easy to fire,"I'm sure working at Google as a full-time employee is a great experience (if you enjoy being a cog in the larger machine), but working a temp/contract/vendor role is a darker, unseen side of the business, one with incredibly capable people, but far-from-secure work environment.","Free lunches, usage of the bus system (for a fee)",[]
1504,5.0,Great Experience,"As a Google Summer of Code Intern I was able to work on interesting project over the summer, collaborating with many amazing people and having loads of fun during the process. It was a great experience and I am very happy about every part of it.",,[]
1505,4.0,Great culture,"Great, fun place to work. The perks do wear off and does start to have that large corp feel and you are just a number. Can definitely see how some can thrive and others fall by the wayside",free food.,[]
1506,4.0,Fun place to work,"Looker is a good place to work, especially if you are young and appreciate a fast pace company. They have a great innovative product that continues to win awards. Quota is difficult to attain, so attention to detail, relentless follow up, and heavy prospecting is required to stay employed as a sales rep.","Catered lunch, awesome work atmosphere, fun people",[]
1507,4.0,Contractor,"As a contractor I worked at Mountain View and also on the YouTube Ads project in San Bruno.   The former was excellent, with an excellent supervisor.  The contract was supposed to last one year and went two.  Very happy.I learned much from the other programmers and engineers (both Google employees and fellow contractors).  The ergonomics of my desk and chair were excellent.  The lighting is a bit harsh and the air quality was terrible on the weekends.  I am used to an office and it was really weird sitting across from someone and when you looked up they might be staring back. Just weird! Now, that was the good one.  Following that, I worked in San Bruno on the YouTube Red project.  It was extremely annoying and we were treated poorly.  At YouTube our supervisor was terrible.  I can honestly say she was the worst manager I've ever worked for.  Blamed us for her lack of procedure and disorganization.  Instead of real coding (and Graphics as promised) we spent our days and sometimes nights trying to modify an often broken and bizarre script-based system.  We couldn't even get access to fix the broken parts!  Super annoying.  I would work in Mountain View in a heartbeat.  San Bruno and YouTube - never again.  Stay away if you cherish your mental health.     Finally, a bit of a warning, for older engineers and contractors: expect to be left out of the culture.  If you have a thin skin this might bug you. I didn't bother me much though and now and again, at Mountain View, I was often invited to events by my supervisor that really weren't supposed to be for contractors. - more...","Free food, intelligent people. Lots of cool stuff to learn and code.",[]
1508,4.0,stressful but fun,a typical day at Google was stressful but fun I would have to go store to store to pick up the packages after I was done picking them up I would drop them off at the customer's house.,,[]
1509,5.0,Experiência e currículos sem igual,"A empresa tem uma cultura muito forte, e isso faz você trabalhar com pessoas incríveis que te fazem melhorar a cada dia.",Benefícios,[]
1510,5.0,work and life balance,Good to work here.Had got good support for promotion. Learnt many new informative technologies regarding gmaps  and excelled on them. Happy with my work life and personal life balance.,free lunch,[]
1511,3.0,buena,Cubrí una baja larga y fue una buena experiencia en control de accesos y trato cordial con el personal,ambiente laboral,[]
1512,5.0,amazing ,Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,,[]
1513,4.0,Contract employee,"40 hour work week, contracted by HCL to work for Google maps. No room for advancement. Job requires focus and attention to detail. Pleasant atmosphere to work in.","Free drinks, nap room.",[]
1514,5.0,love this job,"Great employee services. they put their employees first, they are very engaging in employee activity. They Re flexible with hours and employee are treated like family rather than just workers",,[]
1515,4.0,"Great place to work as a temp, not great for advancement","Enjoyed working here, met good people but no room for advancement. Environment was nice, and the benefits were good for how low-level the job was. Would recommend.",,[]
1516,4.0,Productive Place to Work,Good place to work if you are looking for consistent hours and have a flexible schedule. This also a good situation for you if you are diligent and have a quick work pace,Flexible hours,[]
1517,5.0,Dignity of work and respects every individual dreams and goals,"I was working for Google with multiple projects to cater with where my typical day starts with reviewing the dashboard to check my work schedule for the day where I learned additional tasks challenges and opportunities to unlock my multi tasking. Leadership team and management are well educated and grounded to have a proper understanding, maintain healthy relationship where workplace culture has motivated every individual for better productivity and positive attitude. Its difficult to work as per the organization mindset on a deadly timeline as it's (Google) a customer centric oriented business to make a difference in every approach to the customer. All though, one will enjoy the work for their commitment of work and progress.",Remote facility,[]
1518,3.0,Google,"The hardest part of working at google was working out in the sun all day, the only things I like while working there was spreading Gravel , but I enjoy working with other people",,[]
1519,3.0,Interesting Work Culture,Work culture is focused on the employee but only when the employee is in the same political environment as management. Downtown parking and traffic is difficult.,"Lots of small perks: coffee, breaks, time off when needed",[]
1520,4.0,Made more stronger,very good company. very much co-operatives and employee friendly company. Good training. New challenges. Flexible timing on time salary. very near to home town.,,[]
1521,5.0,Career highlight (so far),"Work with great people, and learn from the leaders in tech.  The workplace culture became the de facto standard for all of Silicon Valley, which in turn has become the model for all of corporate america",intellectually stimulating,[]
1522,5.0,Fun workplace,Probably one of the best jobs I've had so far great upbeat staff and super management for relaxing with no stress. i would highly recommend people to apply to google if they have the chance too,great work atmosphere,[]
1523,5.0,Great company work for,I really like working for Google.  Great company.  People are great.  Free food and bus from Santa Cruz leads to a more productive day.  The level of engineering expertise is awesome.  You can always learn from other engineers,The people I work with and the level expertise they have.,[]
1524,5.0,Gis,"Great, best company ever!!!  Managers were great!  I would like to get this job back again!  Please Please.  Nice place.  It is great here. Enough said",,[]
1525,4.0,"Great exposure, mobility and flexible","If you enjoy digital sales, this is the place to be. You will benefit from the constant mentoring and on the job support that is provided to all employees. Company sets high standards for all its employees, excellent for people who like to push their boundaries. Work can become monotonous and less stimulating over a period of time, but the company allows you the flexibility to switch roles.",Free Food,[]
1526,2.0,this was entered by accident,"A young, talented and motivated individual seeking a challenging environment where my talents can bring real value. Experienced with working with people from all over the world, and attention to detail like no other. I have open availability and seeking FT/PT positions. Employer satisfaction is guaranteed!",,[]
1527,4.0,A rewarding albeit challenging workspace,"Great environment for learning from one of the most talented people I've worked with, but at the same time very competitive and fast paced. Make use of extra time to developer relationships outside your org!",,[]
1528,5.0,muy buen ambiente,Me gusto mucho trabajar con ellos.Excelentes condiciones de trabajo.,muy buen sueldo.,[]
1529,3.0,Fast paced Work environment,Load and Unload trucks. Organize orders set to go out for the day. Place all orders in appropriate waiting areas. Keep work stations clean and organized.,,[]
1530,5.0,Excellent work environment,I enjoyed working With at  this company. Very challenging job position but an easy task that no others wouldn’t be able to do. They work well with your schedule. Benefits.,Friendly Coworkers,[]
1531,4.0,time at google.,Good work enviorment and atmoesphere. lots of perks and possibilites.room for growth. google helps with the commute. Good people to network with and a safe wokplace,,[]
1532,5.0,It was awesome working in Google,"Do whatever you want and complete the task in the given time. You must be outstanding in doing that particular task given to you. If you're passionate enough, you will rock it.","Free Food, Work from any where in the campus.",[]
1533,5.0,amazing ,Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,,[]
1534,5.0,Agradecido por la oportunidad,"Estoy agradecido por abrirme la puertas a trabajar con ustedes y ganar experiencia profesional, y sin dudar es muy recomendable trabajar para Google ya que es una experiencia inolvidable, el único inconveniente es que por políticas de la empresa no se puede laborar más de 2 años.",Experiencia única,[]
1535,1.0,"Long working hours, on the upside, great on your resume","I had my first job out of college here, and even though the offices are amazing, with all the perks you could ever want or expect, you work so much that this is basically no need for it, as me and most people in my team were working closer to 50-60 hours a lot of weeks than the 45 originally suggested in the contract.  I feel that Google, at least in Dublin has a unhealthy culture. This is down to the expectation of working large amounts of unpaid overtime, very sharp elbows and strange management styles. I feel that the overarching sentiment from management at least in my team was leadership by fear. It always also seemed very political, in the way that who you knew and how well you know them was always more important than what you actually did.  There are positives though, I will always be happy to have Google on my resume, it is seen as a sign of quality for future employers.","Free lunches, Great on your resume",[]
1536,4.0,Google,Very relaxed environment. The work pace is slow. If you’re someone who thrives in a fast paced office this role would not be for you. The work is also easy. Some days could be busy but mostly not. The full time employees tend to test the contractors different.,"Free food, no dress code, no micromanaging",[]
1537,4.0,Great place to work,"Lot of benefits Fast paced work life- lot of exposure - people from varied backgrounds and experience and good work life balance. Numerous project to advance your career.",,[]
1538,5.0,Productive and Fun to work there,"Working at google is very fun. but I am looking for other jobs because it is temporary, althouth that is my second year there, but my contract will be ended soon",,[]
1539,4.0,Fun and comfortable work environment,The work life balance was good. The office was comfortable and enhanced productivity. Team leaders were supportive and growth oriented. Work was easy and helped me learn a lot.,,[]
1540,4.0,Rewarding,I had a fantastic experience at Google overall. Middle Management is notoriously incompetent but there are plenty of avenues to learn and grow one's career.,,[]
1541,4.0,Productive Workplace,"I came on as a contractor to work a project. I didn't keep the job because I couldn't get through the training portion well enough. I was only there for about 1.5 weeks, not a long enough time to make a fair assessment of the company.",,[]
1542,5.0,Fast Paced Work. Organized and Well Managed,"Fast Paced Work. Organized and Well Managed.Everyone was very helpful and understanding. Workers needed more updated technology but was sufficient for job duties. Overall a great company.",Organized and Well Managed,[]
1543,5.0,Google is great Bon Apeptit isn’t so great!,"Google is a great company and the googler were awesome, knowledgeable and open to teaching. It was the company I was contacted with Bon Apeptit that was terrible the management was u professional much like being on highschool. Not much room for advancement unless you were related to someone that worked there. I worked there for a year only revived a 2% increase in my raise so after a year in a half I was at 15.30. I felt like I was treated poorly by management there. As well as my health and safety while working was put at risk",Free food and access to the wonderful campus and free gym membership to onsite gyms,[]
1544,5.0,Fun workplace,Its a great company to work for and good customer service and they take good care of their employees and workers and they have great managers and its a great workplace,great company,[]
1545,4.0,"Happy,friendly,safe, challenging work place.",Working in google is so good you meet many people and you in counter different kind of attitude how they use the restroom but it so challenging for us working as housekeeping.,free food,[]
1546,5.0,Sehr gute Erfahrung,Ich war mit meiner Zeit bei Google sehr zufrieden.,,[]
1547,3.0,Fun job but could've been better,"A day at google as a store operator was very consistent, not much changed, I learned to move at a very fast pace (timing was everything), how to work in the warehouse field, packaging and shipment. There wasn't much management due to the fact, we all pretty much did the same thing, there was no one higher up than you can go too besides a lead and they knew just as much as the store operators did, maybe a little more. The workplace varied depending on what store you were stationed at for the day or week, which could change at any given day/time. The hardest part of the job was trying to meet our delivery window when orders were flowing in, basically like a rush hour, and not being able to communicate with a boss or someone who should be over the whole store operators, not just leads. I enjoyed traveling to different places, different stores, meeting lots of new people, at Google you never really knew who you were going to be working with for the day or if things changed from the day before or not.","Pay, hours, lots of overtime and available shift to pick-up, free food when on Google campus",[]
1548,5.0,Solid place to work,"I worked with a team of sysadmins on Google's CDN. The job was decent overall, but I had a hard time connecting with co-workers, and overall I feel like we were pigeonholed into a very small set of tasks that was kind of stifling in the long run. YMMV.",,[]
1549,5.0,Great,"Its great overall the culture, facilities and support provided is definitely par excellence. A learning experience and great support all round from my seniors.",,[]
1550,5.0,Great place to work!,"One of the best places to work for an engineer. Lots of smart people to work with, tons of resources and loads of benefits. Only downside is that you may get lazy",,[]
1551,4.0,Optimal company to launch career,"Typical day at work:  Analyzing spreadsheets; referencing client contracts/terms; collecting marketing data from systems; etc. What I learned:  Advanced sheets/excel; SQL interfacing; etc. Management:  Full autonomy; minimal training. Culture:  Progressive. Hardest Part: Lack of training; job was not hard, however. Most Enjoyable Part: Remote work; workplace flexibility.",,[]
1552,5.0,Good,It was nice to work with this company. I need some more advance version to express myself in my environment. all over it is nice experience for me . all the best.,,[]
1553,5.0,great company but love your role,"Great company to work for if you're proactive about seeking career development opportunities. Upper management is supportive of letting you take on ""20%"" side projects in different professional areas of interest. Great perks - free meals, gym classes, baristas, laundry, game rooms. Intelligent colleagues. Big con: advancement and/or product switch almost felt impossible. company prefers to hire external talent rather than promote from within.",,[]
1554,5.0,amazing ,Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,,[]
1555,2.0,"Fast paced, fun working environment",The people you work with are nice as well as the leads but the management in the office are quite inconsiderate towards their employees. Has potential to be better.,,[]
1556,5.0,Fast-paced challenging environment great for career growth,"Google was one of the best places I've ever worked. It's a fast-paced culture where you have autonomy, mentoring, and constant challenges to step into!",All the benefits,[]
1557,5.0,Great place to work,"Excellent work atmosphere. Collaborative effort. Verify the accuracy and quality of civic data in Google’s Civic Information API.. Perform manual QA checks. Compile, analyze, and report QA issues and trends. Triage errors.",,[]
1558,5.0,At it's best,"The most amazing place to work with, it spoils you and motivates you to work hard and smart. People are kind and helpful no matter at what level they are. They be patient with you, make you learn more and be there if you need anything. Each and every department is pretty quick in solving your problem no matter what it is, be it finance, IT etc",,[]
1559,5.0,great place,Great experience. I enjoyed working in Google. It offers jobs through contractors. Contractors compete in offering their benefits. I think it offers good opportunity to get hired directly with google.,,[]
1560,5.0,productive,"A typical day at Google was relaxing. I learned a lot about processing online orders. Management was easy to get along with everyday. I would recommend Google as a place of employment.  Google is a great place to work and start a career.",good environment,[]
1561,5.0,The best company in the world.,Google is definitely the best company in the world.,,[]
1562,4.0,"productive work place,","Productive work place, healthy work place environment. I highly enjoyed the challenges of the job as well as my fellow co workers. The environment was always welcoming and multicultural which i appreciated.",,[]
1563,3.0,fun environment,Work is ok ; but the pay is flexed; new people come in making more than the current employee; but The people and environment is great ; game room and free pop,,[]
1564,5.0,Productive And Interesting Working Environment,"No restriction on your working environment/style, you can freely move around the office. Love working with them. Everyday has to overcome new challenges, which never make working life boring.",,[]
1565,5.0,good kind of stress,"it was an experience i will never forget. Tough start but it all worked itself out within a month.  Hate to say it, but by far the best crew ive ever worked for and with.",,[]
1566,5.0,IT was a fun and productive place to work at.,"IT was a fun, collaberative, exciting place, where they made you feel at home, and they didn't let you forget that you are a person first.  It was a really dope experience I could almost consider google a luxury job. just for the simple fact that they always tried to make sure that you're are well oil and balanced to take on the task.",free lunches,[]
1567,4.0,Great easy job,This job was a great job the only problem was it was a one year contract. If it wasn’t for that I would probably still b working there. Fast paced environment.,,[]
1568,5.0,Excellent,Great place to work for I spent one year as a contractor on a project. I made lifelong friendships and honed my management skills watching my managers.,,[]
1569,5.0,Flexible hours and good salary,Great job for someone who likes photography and working outdoors. Photo assignments are pre-scheduled at local businesses in numerous neighborhoods in the Bay Area everyday. Excellent way to gain experience as a photographer.,"Good salary, lots of walking while doing this job",[]
1570,3.0,Not so great,It was physically demanding especially with large orders. Management does not take into consideration the heavy lifting according to your capabilities,,[]
1571,5.0,Very fun and multicultural work environment,"As on a normal day, your security pass is checked in at the front desk upon arrival to ensure that its properly activated (for temporary workers) everyone greets with a smile saying good morning as we all have breakfast together in one of the dining rooms. During my time at Google, i managed to learn different ways of working. for example working the same tasks but in different ways due to the difference in employees working there and how they get things done.There was no correct way to do things but rather finding a way that suited you to do things. The culture within the workplace was an amazing experience. The different types of food on offer for breakfast lunch and dinner. The level of pressure wasn't like other workplaces. Although many tasks were required to get done.The hardest part of the job, was adapting to the pace of the workplace, everything was fast paced but after some time it became the normal pace of working.",,[]
1572,5.0,Good turn of my career,Google is already famous for there work environment and facilities. I dont need to mention anything. This is the company where I get the platform to show my abilities to the management.,Doesn't Matter,[]
1573,5.0,Best time of my life,"Would love to work for Google again, the environment was great in terms of people, facilities (gym, restaurants, parks), letting you bring your dog, and having all the equipment to be productive and efficient.",,[]
1574,5.0,yes,It was all around a great working environment. I can't complain about anything because I felt supported and my superiors promoted me in my duties and helped me really understand my position.,all,[]
1575,5.0,amazing ,Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,,[]
1576,5.0,Great place to work,"Lots of opportunity to move up, lots of opportunity for training and learning new technologies.  Great benefits, working with smart people and solving complex problems.",,[]
1577,5.0,Fun place to work,I worked as a Contractor so much of the job security and advancement does not apply to me.  Overall it was a great experience and I would love to work there again,,[]
1578,4.0,"decent,not exceptional","Wages and benefits are greatest perks. Culture bit stale, depends on your workgroup. Very smart coworkers can lead to a ""know it all culture"", inhibiting new ideas.",,[]
1579,5.0,Great Place,"Think Twitter/Google or LinkedIn keywords or adwords here, and use the skills in tweeting/Google SEO to show unique qualities/skills/experience that you have that is needed by your interviewer, and that could set you apart from other applicants. With the ubiquity of Twitter/Snapchat, you gotta get to the point ASAP. Try to perfect your elevator pitch well before hand by gathering any feedback about you from others(qualities/skills/experience), and seeing if you can tweet them to someone who can give you honest feedback, as to whether your tweet can sell your uniqueness to prospective employers. The recruiter is looking for quick/creative/lateral thinking under pressure here in an interview situation.",,[]
1580,1.0,THIS(!) is the best place to work?,"Worked there two years.  Two of the most miserable years I spent.  Job was boring, management was hostile and culture was very self absorbed and arrogant.  But hey they had great insurance and free lunches.  So, you are healthy and get 1 hour reprieve from the boredom.",,[]
1581,4.0,Great Place,Interning for here was probably the best thing I could've done throughout my journey. Great staff and salary. What really made it great was the room for advancement and,Free Food,[]
1582,3.0,"Prestiżowa praca,przez pośrednika niestety","Wszystko było by fajnie gdyby nie to że praca była załatwiana przez pośrednika(Adecco), zapewne oni zabierali lwią część wynagrodzenia. Po za tym praca miła,prestiżowa, wymagająca dużej koncentracji przez cały czas.",Praca prestiżowa,[]
1583,5.0,Great Place to work,"awesome benefits and the NYC office is in a great location, be sure to take advantage of the perks, they even have a brazilian jiu jitsu class that includes and instructor!",,[]
1584,2.0,"Do not work as a contract employee for Google, especially HCL","Completely disrespectful environment, the management for my vendor company, HCL, was extremely lazy, non-communicative, underpaying, and lacked knowledge of how to run a successful office. Leaving this place was one of the best things I could have done. Don't waste your time in one of Google's off-site vendor offices, they are toxic and you will feel like a line on a spreadsheet.",meeting friends,[]
1585,1.0,Lots of free perks; Choose your team and manager carefully,"Lots of perks at Google, but your experience will vary significantly depending on your team, manager and role.  Choose very carefully before making the leap.",,[]
1586,1.0,Management continues to be indicisive.  Pay plans keep changing,Pay plans keep changing.  Most of the upper management has already left the organization.  Accounting department does not function well.  No communication.,,[]
1587,5.0,Provided In person technical support.,I love the work environment at Google. The atmosphere allows for growth and development. Everyone on my team enjoys sharing knowledge. The hardest part is feeling inadequate when you see boundaries pushed in your field daily.,,[]
1588,4.0,Productive environment,"A typical day starts off with gym session and breakfast if you choose to indulge. Then meetings and checking various programs and metrics to ensure technical productivity. A typical work day would start at 7am - 4pm. Really checking programs, conducting meetings, and sitting through meetings.","Free lunches, work/balance, napping pods, enriched culture",[]
1589,5.0,Coolest Company to work for ever!,I can't even describe the work environment. The energy is unreal and everyone is so nice and driven. I would work for Google again if I was ever asked.,,[]
1590,5.0,Muito boa emrpesa!,"Supervisores responsaveis, pagam direitinho, porém comissão é muito baixa e metas são altas, precisa também ter ajuda de custo pois gasta -se muita gasolina em várias viagens.",Vale condução em dinheiro,[]
1591,4.0,Good place to work,"Loving Staff, Friendly Atmosphere. Interesting co-workers, Fun Team. Looking forward to same kind of place and team ti work with.Hopefully i may find better place soon",,[]
1592,4.0,Great culture,The work culture of Google was great. The people are friendly and like having fun. The one problem I had with it was sometimes you would be dragged into it when you were trying to accomplish work and finding quiet places to get work accomplished could be difficult since the closed off office spaces were typically occupied by meetings and the desks were all in an open space.,,[]
1593,4.0,A good place to work.  Just be careful if you work in the data centers.,A good place to work.  Just be careful if you work in the data centers.  It can be rather difficult trying to find another position in the company if you are working in a data center,Too many to list,[]
1594,5.0,Contract work is ok,"Contractors and FTEs are separate and it depends on your agency whether you have access to benefits including sick time, PTO, health benefits, etc. Contractors are hired specifically to work on projects, so they are usually not included in long-term strategic planning. As a short term gig it’s a nice place to be, the free food, snacks, drinks, low-cost shuttles and ability to bring your dog to work are all pluses that you likely won’t get elsewhere. Working as a contractor has no influence on your ability to be converted to a full time employee— you still go through the same interview process as external candidates and are judged as any other candidate is.","Free food, access to gym, access to shuttles, bring your dog to work, flexible hours (depends on role/department)",[]
1595,2.0,none,"Learned being part of team . however, it was a very unsatisfying and a not enjoyable job. Supervisors and leads were very under-qualified and did not perform a good job",,[]
1596,5.0,amazing ,Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,,[]
1597,4.0,Ambiante de trabajo enfocado sobre los resultados de venta,Preparar el día de las llamadas a objetivos específicos profesión liberal y pequeña empresa independiente Llamar a las sociedades para proponer webs programas de comunicación,Mejorar la communicacion de la empresa enfocada,[]
1598,4.0,"Focused, team orientated dynamic","Planning logistical support for Streetview Equipment in EMEA region and globally. Look at the bigger picture. Achieve deliverables through flexibility and agility. Workplace culture is one of close relationships with internal/external stakeholders. Focus on continuous improvement + innovation in processes.  Working for Google Maps and knowing that my personal contribution is in each and every pixel is incredibly motivating.",Opportunity to work on some of the biggest projects globally,[]
1599,5.0,Great experience,"Great experience but I was a temporary employee. I wish I had the opportunity to be converted but I got another job offer I couldn't refuse, it was a hard decision though.",Great work environment and work balance,[]
1600,5.0,Awesome company,"I didn't mind staying late there as long as I could catch the train (commuter) and getting in early was normal. Plus you can catch a really healthy and delicious breakfast. Other than a bit of posturing from teammates mostly from Ivy schools at the beginning, everyone is respectful and friendly. Engineering is a clear favorite in the company though management receive high compensation as well. Meetings are frequent but brief. People are expected to do more than the standard. That's what the perks are for I believe. The environment is comfortable so try to outperform and bring in more value for their cost (your compensation).  If I had to be picky, the only cons I experienced were (coming from smaller companies) that even if you were proficient in another area, you often couldn't apply it because roles are more strictly defined at a large company such as Google. There are security and policy procedures that limit access. I read elsewhere that some people found some employees to be arrogant. I found that to be the rare minority. Even in those cases, if you prove yourself good at what you do, you win respect. When I started, I came from a state college and 80% of my team were Harvard grads. They did their clique-y thing on occasion. But they didn't realize I went to state university because my family wasn't well off, and I dropped my GPA at the end pursuing athletic and gaming competitions on a national level. My standardized exam scores were in the 99th percentile, I was studying multivariable calculus in 10th grade. So after awhile, they realized I was just as - more...",,[]
1601,5.0,Amazing place to work,"I've enjoyed every day there.  The culture, the group I work for, the overall experience was amazing.  There is a lot ""hype"" about working at Google.  All of it was met!",work life balance,[]
1602,5.0,Fantastic opportunities,Working at Google is one of the best decisions i have have ever made in my entire long life on the big wide wide world. The office culture is somehow relaxed despite working a a ton of hours with stick deadlines,Pay. Culture. Office. Holidays,[]
1603,2.0,Poor Managment,"This google job is not something for a person who has a life and kids/family. Its so inconsistent and no benefits, management has favorites with the certain workers and no holidays or paid time off.",,[]
1604,3.0,The grass is NOT greener,"Google Fiber was far removed from big Google, not just in business, but in culture, opportunity, and leadership.  It was a great learning opportunity, but go in with your eyes wide open and pragmatic expectations .",,[]
1605,5.0,Great company!,"Mid level management is awesome. Great company to work. Vaco was very straight forward and has a forward thinking culture. Professionalism from the hiring process to on boarding, and to assist you on an ongoing basis.",,[]
1606,5.0,Love the environment,"Most of my typical day of work is talking to customers about the google's product, and how awesome is it to have at home. I learned about googles product and how it works and how you can fixed it. The management is awesome always pushing you to do better not just be happy with low results, but that you can do better. I love the culture in the google position, One of the hardest part of my job is the selling part sometimes we have been getting slow days at work where they are not that many customers to talk to about the product. The most enjoyable part is talking to all kind of all people all day.",,[]
